Depth,Biostratigraphy,Reliability,MUD_VOLUME,TVD,GR,Core_depofacies
822.3506,-9999,2,-9999,822.3077,55.2714,-9999
822.503,-9999,2,-9999,822.46,55.6979,-9999
822.6554,-9999,2,-9999,822.6124,57.9513,-9999
822.8078,-9999,2,-9999,822.7648,56.751,-9999
822.9602,-9999,2,-9999,822.9172,58.6898,-9999
823.1126,-9999,2,-9999,823.0696,56.6005,-9999
823.265,-9999,2,-9999,823.222,59.0418,-9999
823.4174,-9999,2,-9999,823.3744,58.3876,-9999
823.5698,-9999,2,-9999,823.5267,62.9943,-9999
823.7222,-9999,2,-9999,823.6791,64.6703,-9999
823.8746,-9999,2,-9999,823.8315,61.5941,-9999
824.027,-9999,2,-9999,823.9839,63.5299,-9999
824.1794,-9999,2,-9999,824.1363,63.493,-9999
824.3318,-9999,2,-9999,824.2887,57.9828,-9999
824.4842,-9999,2,-9999,824.4411,53.099,-9999
824.6366,-9999,2,-9999,824.5935,56.0617,-9999
824.789,-9999,2,-9999,824.7458,58.9197,-9999
824.9414,-9999,2,-9999,824.8982,54.6655,-9999
825.0938,-9999,2,-9999,825.0506,54.9304,-9999
825.2462,-9999,2,-9999,825.203,56.9913,-9999
825.3986,-9999,2,-9999,825.3554,56.5397,-9999
825.551,-9999,2,-9999,825.5078,55.6303,-9999
825.7034,-9999,2,-9999,825.6602,54.9578,-9999
825.8558,-9999,2,-9999,825.8125,54.5612,-9999
826.0082,-9999,2,-9999,825.9649,55.8172,-9999
826.1606,-9999,2,-9999,826.1173,57.1981,-9999
826.313,-9999,2,-9999,826.2697,56.1734,-9999
826.4654,-9999,2,-9999,826.4221,54.4951,-9999
826.6178,-9999,2,-9999,826.5745,55.8071,-9999
826.7702,-9999,2,-9999,826.7269,57.5559,-9999
826.9226,-9999,2,-9999,826.8793,58.7427,-9999
827.075,-9999,2,-9999,827.0316,57.3871,-9999
827.2274,-9999,2,-9999,827.184,59.8808,-9999
827.3798,-9999,2,-9999,827.3364,58.7647,-9999
827.5322,-9999,2,-9999,827.4888,57.0125,-9999
827.6846,-9999,2,-9999,827.6412,54.501,-9999
827.837,-9999,2,-9999,827.7936,55.1228,-9999
827.9894,-9999,2,-9999,827.946,59.26,-9999
828.1418,-9999,2,-9999,828.0984,61.4027,-9999
828.2942,-9999,2,-9999,828.2507,61.2063,-9999
828.4466,-9999,2,-9999,828.4031,60.296,-9999
828.599,-9999,2,-9999,828.5555,61.2576,-9999
828.7514,-9999,2,-9999,828.7079,58.8731,-9999
828.9038,-9999,2,-9999,828.8603,57.9398,-9999
829.0562,-9999,2,-9999,829.0127,60.0521,-9999
829.2086,-9999,2,-9999,829.1651,59.6884,-9999
829.361,-9999,2,-9999,829.3174,60.3493,-9999
829.5134,-9999,2,-9999,829.4698,58.8723,-9999
829.6658,-9999,2,-9999,829.6222,59.5759,-9999
829.8182,-9999,2,-9999,829.7746,59.8152,-9999
829.9706,-9999,2,-9999,829.927,59.3293,-9999
830.123,-9999,2,-9999,830.0794,58.3858,-9999
830.2754,-9999,2,-9999,830.2318,56.7285,-9999
830.4278,-9999,2,-9999,830.3842,55.3333,-9999
830.5802,-9999,2,-9999,830.5365,55.0958,-9999
830.7326,-9999,2,-9999,830.6889,54.6163,-9999
830.885,-9999,2,-9999,830.8413,56.4274,-9999
831.0374,-9999,2,-9999,830.9937,57.6466,-9999
831.1898,-9999,2,-9999,831.1461,57.0687,-9999
831.3422,-9999,2,-9999,831.2985,57.3572,-9999
831.4946,-9999,2,-9999,831.4509,57.7378,-9999
831.647,-9999,2,-9999,831.6032,53.1675,-9999
831.7994,-9999,2,-9999,831.7556,53.9234,-9999
831.9518,-9999,2,-9999,831.908,54.8233,-9999
832.1042,-9999,2,-9999,832.0604,53.8505,-9999
832.2566,-9999,2,-9999,832.2128,55.8886,-9999
832.409,-9999,2,-9999,832.3652,53.4081,-9999
832.5614,-9999,2,-9999,832.5176,56.3527,-9999
832.7138,-9999,2,-9999,832.67,55.6471,-9999
832.8662,-9999,2,-9999,832.8223,57.1341,-9999
833.0186,-9999,2,-9999,832.9747,59.0492,-9999
833.171,-9999,2,-9999,833.1271,54.8434,-9999
833.3234,-9999,2,-9999,833.2795,54.2141,-9999
833.4758,-9999,2,-9999,833.4319,61.458,-9999
833.6282,-9999,2,-9999,833.5843,61.8027,-9999
833.7806,-9999,2,-9999,833.7367,60.6309,-9999
833.933,-9999,2,-9999,833.889,59.3641,-9999
834.0854,-9999,2,-9999,834.0414,56.5304,-9999
834.2378,-9999,2,-9999,834.1938,57.1332,-9999
834.3902,-9999,2,-9999,834.3462,58.9884,-9999
834.5426,-9999,2,-9999,834.4986,57.9818,-9999
834.695,-9999,2,-9999,834.651,59.1408,-9999
834.8474,-9999,2,-9999,834.8034,57.7874,-9999
834.9998,-9999,2,-9999,834.9558,57.295,-9999
835.1522,-9999,2,-9999,835.1081,58.3265,-9999
835.3046,-9999,2,-9999,835.2605,57.7664,-9999
835.457,-9999,2,-9999,835.4129,56.305,-9999
835.6094,-9999,2,-9999,835.5653,56.997,-9999
835.7618,-9999,2,-9999,835.7177,59.0646,-9999
835.9142,-9999,2,-9999,835.8701,58.0337,-9999
836.0666,-9999,2,-9999,836.0225,58.295,-9999
836.219,-9999,2,-9999,836.1748,56.9656,-9999
836.3714,-9999,2,-9999,836.3272,57.7416,-9999
836.5238,-9999,2,-9999,836.4796,58.8004,-9999
836.6762,-9999,2,-9999,836.632,57.3567,-9999
836.8286,-9999,2,-9999,836.7844,58.9334,-9999
836.981,-9999,2,-9999,836.9368,58.8429,-9999
837.1334,-9999,2,-9999,837.0892,58.9986,-9999
837.2858,-9999,2,-9999,837.2416,57.5732,-9999
837.4382,-9999,2,-9999,837.3939,55.2406,-9999
837.5906,-9999,2,-9999,837.5463,57.4272,-9999
837.743,-9999,2,-9999,837.6987,57.6866,-9999
837.8954,-9999,2,-9999,837.8511,57.3041,-9999
838.0478,-9999,2,-9999,838.0035,56.8851,-9999
838.2002,-9999,2,-9999,838.1559,54.879,-9999
838.3526,-9999,2,-9999,838.3083,57.0871,-9999
838.505,-9999,2,-9999,838.4606,52.8399,-9999
838.6574,-9999,2,-9999,838.613,56.7459,-9999
838.8098,-9999,2,-9999,838.7654,57.0507,-9999
838.9622,-9999,2,-9999,838.9178,58.7382,-9999
839.1146,-9999,2,-9999,839.0702,57.2174,-9999
839.267,-9999,2,-9999,839.2226,59.3985,-9999
839.4194,-9999,2,-9999,839.375,61.4092,-9999
839.5718,-9999,2,-9999,839.5274,59.221,-9999
839.7242,-9999,2,-9999,839.6797,58.4399,-9999
839.8766,-9999,2,-9999,839.8321,57.461,-9999
840.029,-9999,2,-9999,839.9845,54.9259,-9999
840.1814,-9999,2,-9999,840.1369,54.3605,-9999
840.3338,-9999,2,-9999,840.2893,56.7018,-9999
840.4862,-9999,2,-9999,840.4417,55.7755,-9999
840.6386,-9999,2,-9999,840.5941,55.5693,-9999
840.791,-9999,2,-9999,840.7464,56.8124,-9999
840.9434,-9999,2,-9999,840.8988,55.9641,-9999
841.0958,-9999,2,-9999,841.0512,54.5137,-9999
841.2482,-9999,2,-9999,841.2036,53.0521,-9999
841.4006,-9999,2,-9999,841.356,53.0299,-9999
841.553,-9999,2,-9999,841.5084,52.1816,-9999
841.7054,-9999,2,-9999,841.6608,51.9063,-9999
841.8578,-9999,2,-9999,841.8132,50.4771,-9999
842.0102,-9999,2,-9999,841.9655,50.0002,-9999
842.1626,-9999,2,-9999,842.1179,52.2603,-9999
842.315,-9999,2,-9999,842.2703,49.5486,-9999
842.4674,-9999,2,-9999,842.4227,46.533,-9999
842.6198,-9999,2,-9999,842.5751,46.0834,-9999
842.7722,-9999,2,-9999,842.7275,58.4723,-9999
842.9246,-9999,2,-9999,842.8799,58.4349,-9999
843.077,-9999,2,-9999,843.0322,54.6268,-9999
843.2294,-9999,2,-9999,843.1846,53.3218,-9999
843.3818,-9999,2,-9999,843.337,52.0185,-9999
843.5342,-9999,2,-9999,843.4894,51.6432,-9999
843.6866,-9999,2,-9999,843.6418,53.0501,-9999
843.839,-9999,2,-9999,843.7942,52.5913,-9999
843.9914,-9999,2,-9999,843.9466,49.8754,-9999
844.1438,-9999,2,-9999,844.099,54.8811,-9999
844.2962,-9999,2,-9999,844.2513,52.6031,-9999
844.4486,-9999,2,-9999,844.4037,53.23,-9999
844.601,-9999,2,-9999,844.5561,47.922,-9999
844.7534,-9999,2,-9999,844.7085,52.301,-9999
844.9058,-9999,2,-9999,844.8609,52.4668,-9999
845.0582,-9999,2,-9999,845.0133,50.9702,-9999
845.2106,-9999,2,-9999,845.1657,51.8384,-9999
845.363,-9999,2,-9999,845.318,54.1189,-9999
845.5154,-9999,2,-9999,845.4704,54.6929,-9999
845.6678,-9999,2,-9999,845.6228,53.8011,-9999
845.8202,-9999,2,-9999,845.7752,51.332,-9999
845.9726,-9999,2,-9999,845.9276,50.9598,-9999
846.125,-9999,2,-9999,846.08,50.8422,-9999
846.2774,-9999,2,-9999,846.2324,49.4245,-9999
846.4298,-9999,2,-9999,846.3848,46.6264,-9999
846.5822,-9999,2,-9999,846.5371,46.7827,-9999
846.7346,-9999,2,-9999,846.6895,45.8502,-9999
846.887,-9999,2,-9999,846.8419,47.0923,-9999
847.0394,-9999,2,-9999,846.9943,48.6618,-9999
847.1918,-9999,2,-9999,847.1467,49.2219,-9999
847.3442,-9999,2,-9999,847.2991,50.0729,-9999
847.4966,-9999,2,-9999,847.4515,53.1306,-9999
847.649,-9999,2,-9999,847.6038,50.1975,-9999
847.8014,-9999,2,-9999,847.7562,49.4608,-9999
847.9538,-9999,2,-9999,847.9086,50.6613,-9999
848.1062,-9999,2,-9999,848.061,55.9651,-9999
848.2586,-9999,2,-9999,848.2134,52.1986,-9999
848.411,-9999,2,-9999,848.3658,51.9185,-9999
848.5634,-9999,2,-9999,848.5182,51.4983,-9999
848.7158,-9999,2,-9999,848.6705,51.4671,-9999
848.8682,-9999,2,-9999,848.8229,49.5468,-9999
849.0206,-9999,2,-9999,848.9753,48.1305,-9999
849.173,-9999,2,-9999,849.1277,52.0134,-9999
849.3254,-9999,2,-9999,849.2801,53.8932,-9999
849.4778,-9999,2,-9999,849.4325,54.4276,-9999
849.6302,-9999,2,-9999,849.5849,54.7553,-9999
849.7826,-9999,2,-9999,849.7372,52.2408,-9999
849.935,-9999,2,-9999,849.8896,53.1512,-9999
850.0874,-9999,2,-9999,850.042,53.3993,-9999
850.2398,-9999,2,-9999,850.1944,51.6322,-9999
850.3922,-9999,2,-9999,850.3468,48.8535,-9999
850.5446,-9999,2,-9999,850.4992,48.0527,-9999
850.697,-9999,2,-9999,850.6516,49.9506,-9999
850.8494,-9999,2,-9999,850.8039,52.6314,-9999
851.0018,-9999,2,-9999,850.9563,52.8008,-9999
851.1542,-9999,2,-9999,851.1087,53.3588,-9999
851.3066,-9999,2,-9999,851.2611,48.8857,-9999
851.459,-9999,2,-9999,851.4135,49.5841,-9999
851.6114,-9999,2,-9999,851.5659,48.3236,-9999
851.7638,-9999,2,-9999,851.7183,50.0439,-9999
851.9162,-9999,2,-9999,851.8706,48.0533,-9999
852.0686,-9999,2,-9999,852.023,47.4402,-9999
852.221,-9999,2,-9999,852.1754,48.505,-9999
852.3734,-9999,2,-9999,852.3278,46.3808,-9999
852.5258,-9999,2,-9999,852.4802,50.7185,-9999
852.6782,-9999,2,-9999,852.6326,49.4653,-9999
852.8306,-9999,2,-9999,852.785,50.5755,-9999
852.983,-9999,2,-9999,852.9373,49.8333,-9999
853.1354,-9999,2,-9999,853.0897,50.0493,-9999
853.2878,-9999,2,-9999,853.2421,50.876,-9999
853.4402,-9999,2,-9999,853.3945,52.2324,-9999
853.5926,-9999,2,-9999,853.5469,54.3577,-9999
853.745,-9999,2,-9999,853.6993,60.0254,-9999
853.8974,-9999,2,-9999,853.8517,60.675,-9999
854.0498,-9999,2,-9999,854.004,58.3647,-9999
854.2022,-9999,2,-9999,854.1564,54.2922,-9999
854.3546,-9999,2,-9999,854.3088,56.5712,-9999
854.507,-9999,2,-9999,854.4612,56.4223,-9999
854.6594,-9999,2,-9999,854.6136,58.1702,-9999
854.8118,-9999,2,-9999,854.766,57.6293,-9999
854.9642,-9999,2,-9999,854.9183,58.4021,-9999
855.1166,-9999,2,-9999,855.0707,58.7692,-9999
855.269,-9999,2,-9999,855.2231,56.2658,-9999
855.4214,-9999,2,-9999,855.3755,54.1153,-9999
855.5738,-9999,2,-9999,855.5279,56.0591,-9999
855.7262,-9999,2,-9999,855.6803,55.2028,-9999
855.8786,-9999,2,-9999,855.8327,56.3908,-9999
856.031,-9999,2,-9999,855.985,55.6282,-9999
856.1834,-9999,2,-9999,856.1374,57.7201,-9999
856.3358,-9999,2,-9999,856.2898,57.067,-9999
856.4882,-9999,2,-9999,856.4422,60.9378,-9999
856.6406,-9999,2,-9999,856.5946,58.7852,-9999
856.793,-9999,2,-9999,856.747,58.1681,-9999
856.9454,-9999,2,-9999,856.8993,58.5685,-9999
857.0978,-9999,2,-9999,857.0517,57.6548,-9999
857.2502,-9999,2,-9999,857.2041,59.8856,-9999
857.4026,-9999,2,-9999,857.3565,60.0749,-9999
857.555,-9999,2,-9999,857.5089,65.0286,-9999
857.7074,-9999,2,-9999,857.6613,64.4328,-9999
857.8598,-9999,2,-9999,857.8137,61.6684,-9999
858.0122,-9999,2,-9999,857.966,60.6357,-9999
858.1646,-9999,2,-9999,858.1184,59.9953,-9999
858.317,-9999,2,-9999,858.2708,59.7905,-9999
858.4694,-9999,2,-9999,858.4232,61.0907,-9999
858.6218,-9999,2,-9999,858.5756,62.1179,-9999
858.7742,-9999,2,-9999,858.728,60.7647,-9999
858.9266,-9999,2,-9999,858.8803,56.9207,-9999
859.079,-9999,2,-9999,859.0327,55.7694,-9999
859.2314,-9999,2,-9999,859.1851,56.7194,-9999
859.3838,-9999,2,-9999,859.3375,57.4292,-9999
859.5362,-9999,2,-9999,859.4899,57.7948,-9999
859.6886,-9999,2,-9999,859.6423,59.7965,-9999
859.841,-9999,2,-9999,859.7946,58.1557,-9999
859.9934,-9999,2,-9999,859.947,58.2606,-9999
860.1458,-9999,2,-9999,860.0994,57.9527,-9999
860.2982,-9999,2,-9999,860.2518,57.3128,-9999
860.4506,-9999,2,-9999,860.4042,56.5933,-9999
860.603,-9999,2,-9999,860.5566,55.4472,-9999
860.7554,-9999,2,-9999,860.709,54.7546,-9999
860.9078,-9999,2,-9999,860.8613,55.0704,-9999
861.0602,-9999,2,-9999,861.0137,55.9532,-9999
861.2126,-9999,2,-9999,861.1661,54.7245,-9999
861.365,-9999,2,-9999,861.3185,57.5863,-9999
861.5174,-9999,2,-9999,861.4709,60.9012,-9999
861.6698,-9999,2,-9999,861.6233,58.4433,-9999
861.8222,-9999,2,-9999,861.7756,54.3937,-9999
861.9746,-9999,2,-9999,861.928,53.4254,-9999
862.127,-9999,2,-9999,862.0804,52.5939,-9999
862.2794,-9999,2,-9999,862.2328,56.6368,-9999
862.4318,-9999,2,-9999,862.3852,59.788,-9999
862.5842,-9999,2,-9999,862.5376,57.8898,-9999
862.7366,-9999,2,-9999,862.6899,58.8716,-9999
862.889,-9999,2,-9999,862.8423,59.2771,-9999
863.0414,-9999,2,-9999,862.9947,58.5347,-9999
863.1938,-9999,2,-9999,863.1471,60.0346,-9999
863.3462,-9999,2,-9999,863.2995,60.0443,-9999
863.4986,-9999,2,-9999,863.4519,58.7196,-9999
863.651,-9999,2,-9999,863.6042,58.264,-9999
863.8034,-9999,2,-9999,863.7566,59.9538,-9999
863.9558,-9999,2,-9999,863.909,60.315,-9999
864.1082,-9999,2,-9999,864.0614,63.1101,-9999
864.2606,-9999,2,-9999,864.2138,60.7088,-9999
864.413,-9999,2,-9999,864.3662,59.4944,-9999
864.5654,-9999,2,-9999,864.5185,61.3256,-9999
864.7178,-9999,2,-9999,864.6709,60.1599,-9999
864.8702,-9999,2,-9999,864.8233,59.6191,-9999
865.0226,-9999,2,-9999,864.9757,57.7641,-9999
865.175,-9999,2,-9999,865.1281,54.9265,-9999
865.3274,-9999,2,-9999,865.2805,55.7696,-9999
865.4798,-9999,2,-9999,865.4328,56.9871,-9999
865.6322,-9999,2,-9999,865.5852,52.489,-9999
865.7846,-9999,2,-9999,865.7376,54.9024,-9999
865.937,-9999,2,-9999,865.89,55.1896,-9999
866.0894,-9999,2,-9999,866.0424,56.587,-9999
866.2418,-9999,2,-9999,866.1947,57.231,-9999
866.3942,-9999,2,-9999,866.3471,55.6601,-9999
866.5466,-9999,2,-9999,866.4995,55.0045,-9999
866.699,-9999,2,-9999,866.6519,56.4244,-9999
866.8514,-9999,2,-9999,866.8043,56.1597,-9999
867.0038,-9999,2,-9999,866.9567,58.8075,-9999
867.1562,-9999,2,-9999,867.109,56.7893,-9999
867.3086,-9999,2,-9999,867.2614,56.5124,-9999
867.461,-9999,2,-9999,867.4138,57.5034,-9999
867.6134,-9999,2,-9999,867.5662,57.3965,-9999
867.7658,-9999,2,-9999,867.7186,55.5847,-9999
867.9182,-9999,2,-9999,867.871,53.4518,-9999
868.0706,-9999,2,-9999,868.0233,54.7797,-9999
868.223,-9999,2,-9999,868.1757,55.0726,-9999
868.3754,-9999,2,-9999,868.3281,52.3713,-9999
868.5278,-9999,2,-9999,868.4805,51.2104,-9999
868.6802,-9999,2,-9999,868.6329,53.9703,-9999
868.8326,-9999,2,-9999,868.7852,56.0367,-9999
868.985,-9999,2,-9999,868.9376,53.309,-9999
869.1374,-9999,2,-9999,869.09,55.0419,-9999
869.2898,-9999,2,-9999,869.2424,56.3523,-9999
869.4422,-9999,2,-9999,869.3948,58.9799,-9999
869.5946,-9999,2,-9999,869.5472,56.5132,-9999
869.747,-9999,2,-9999,869.6995,53.8609,-9999
869.8994,-9999,2,-9999,869.8519,55.0694,-9999
870.0518,-9999,2,-9999,870.0043,58.8981,-9999
870.2042,-9999,2,-9999,870.1567,59.3257,-9999
870.3566,-9999,2,-9999,870.3091,56.3407,-9999
870.509,-9999,2,-9999,870.4615,56.0279,-9999
870.6614,-9999,2,-9999,870.6138,55.8343,-9999
870.8138,-9999,2,-9999,870.7662,55.0728,-9999
870.9662,-9999,2,-9999,870.9186,56.1842,-9999
871.1186,-9999,2,-9999,871.071,54.2884,-9999
871.271,-9999,2,-9999,871.2234,55.1658,-9999
871.4234,-9999,2,-9999,871.3757,55.7831,-9999
871.5758,-9999,2,-9999,871.5281,56.1952,-9999
871.7282,-9999,2,-9999,871.6805,56.6289,-9999
871.8806,-9999,2,-9999,871.8329,56.4693,-9999
872.033,-9999,2,-9999,871.9853,58.6136,-9999
872.1854,-9999,2,-9999,872.1377,60.3393,-9999
872.3378,-9999,2,-9999,872.29,59.2258,-9999
872.4902,-9999,2,-9999,872.4424,59.4152,-9999
872.6426,-9999,2,-9999,872.5948,59.2877,-9999
872.795,-9999,2,-9999,872.7472,54.764,-9999
872.9474,-9999,2,-9999,872.8996,53.4361,-9999
873.0998,-9999,2,-9999,873.0519,54.4989,-9999
873.2522,-9999,2,-9999,873.2043,56.1339,-9999
873.4046,-9999,2,-9999,873.3567,54.2447,-9999
873.557,-9999,2,-9999,873.5091,54.2434,-9999
873.7094,-9999,2,-9999,873.6615,55.1204,-9999
873.8618,-9999,2,-9999,873.8138,55.1777,-9999
874.0142,-9999,2,-9999,873.9662,52.8956,-9999
874.1666,-9999,2,-9999,874.1186,52.4606,-9999
874.319,-9999,2,-9999,874.271,51.5253,-9999
874.4714,-9999,2,-9999,874.4234,52.52,-9999
874.6238,-9999,2,-9999,874.5758,53.1533,-9999
874.7762,-9999,2,-9999,874.7281,55.8083,-9999
874.9286,-9999,2,-9999,874.8805,56.0293,-9999
875.081,-9999,2,-9999,875.0329,56.1982,-9999
875.2334,-9999,2,-9999,875.1853,56.2145,-9999
875.3858,-9999,2,-9999,875.3377,55.4337,-9999
875.5382,-9999,2,-9999,875.49,59.7272,-9999
875.6906,-9999,2,-9999,875.6424,55.7001,-9999
875.843,-9999,2,-9999,875.7948,57.3876,-9999
875.9954,-9999,2,-9999,875.9472,58.6721,-9999
876.1478,-9999,2,-9999,876.0996,61.6659,-9999
876.3002,-9999,2,-9999,876.2519,60.6615,-9999
876.4526,-9999,2,-9999,876.4043,59.1365,-9999
876.605,-9999,2,-9999,876.5567,57.7898,-9999
876.7574,-9999,2,-9999,876.7091,57.3119,-9999
876.9098,-9999,2,-9999,876.8615,56.8513,-9999
877.0622,-9999,2,-9999,877.0138,54.9562,-9999
877.2146,-9999,2,-9999,877.1662,55.5565,-9999
877.367,-9999,2,-9999,877.3186,55.2926,-9999
877.5194,-9999,2,-9999,877.471,54.4497,-9999
877.6718,-9999,2,-9999,877.6234,55.7599,-9999
877.8242,-9999,2,-9999,877.7757,54.6503,-9999
877.9766,-9999,2,-9999,877.9281,56.0993,-9999
878.129,-9999,2,-9999,878.0805,56.5826,-9999
878.2814,-9999,2,-9999,878.2329,58.0735,-9999
878.4338,-9999,2,-9999,878.3853,54.1656,-9999
878.5862,-9999,2,-9999,878.5376,55.1969,-9999
878.7386,-9999,2,-9999,878.69,55.6454,-9999
878.891,-9999,2,-9999,878.8424,55.5722,-9999
879.0434,-9999,2,-9999,878.9948,57.1392,-9999
879.1958,-9999,2,-9999,879.1472,54.9209,-9999
879.3482,-9999,2,-9999,879.2995,53.7156,-9999
879.5006,-9999,2,-9999,879.4519,55.3901,-9999
879.653,-9999,2,-9999,879.6043,58.0059,-9999
879.8054,-9999,2,-9999,879.7567,57.3808,-9999
879.9578,-9999,2,-9999,879.909,56.2042,-9999
880.1102,-9999,2,-9999,880.0614,55.422,-9999
880.2626,-9999,2,-9999,880.2138,52.486,-9999
880.415,-9999,2,-9999,880.3662,60.404,-9999
880.5674,-9999,2,-9999,880.5186,60.0657,-9999
880.7198,-9999,2,-9999,880.6709,59.0247,-9999
880.8722,-9999,2,-9999,880.8233,54.1897,-9999
881.0246,-9999,2,-9999,880.9757,55.8331,-9999
881.177,-9999,2,-9999,881.1281,56.9362,-9999
881.3294,-9999,2,-9999,881.2805,55.1615,-9999
881.4818,-9999,2,-9999,881.4328,52.4136,-9999
881.6342,-9999,2,-9999,881.5852,55.2876,-9999
881.7866,-9999,2,-9999,881.7376,55.2281,-9999
881.939,-9999,2,-9999,881.89,54.3972,-9999
882.0914,-9999,2,-9999,882.0423,56.7239,-9999
882.2438,-9999,2,-9999,882.1947,54.5098,-9999
882.3962,-9999,2,-9999,882.3471,49.7627,-9999
882.5486,-9999,2,-9999,882.4995,57.3248,-9999
882.701,-9999,2,-9999,882.6519,54.3816,-9999
882.8534,-9999,2,-9999,882.8042,55.7626,-9999
883.0058,-9999,2,-9999,882.9566,55.2349,-9999
883.1582,-9999,2,-9999,883.109,56.379,-9999
883.3106,-9999,2,-9999,883.2614,58.4736,-9999
883.463,-9999,2,-9999,883.4137,58.5439,-9999
883.6154,-9999,2,-9999,883.5661,57.5532,-9999
883.7678,-9999,2,-9999,883.7185,58.9508,-9999
883.9202,-9999,2,-9999,883.8709,57.8883,-9999
884.0726,-9999,2,-9999,884.0233,57.7829,-9999
884.225,-9999,2,-9999,884.1756,58.4343,-9999
884.3774,-9999,2,-9999,884.328,60.333,-9999
884.5298,-9999,2,-9999,884.4804,58.3216,-9999
884.6822,-9999,2,-9999,884.6328,56.653,-9999
884.8346,-9999,2,-9999,884.7851,57.1169,-9999
884.987,-9999,2,-9999,884.9375,56.2478,-9999
885.1394,-9999,2,-9999,885.0899,58.0712,-9999
885.2918,-9999,2,-9999,885.2423,58.6716,-9999
885.4442,-9999,2,-9999,885.3946,57.7962,-9999
885.5966,-9999,2,-9999,885.547,58.8834,-9999
885.749,-9999,2,-9999,885.6994,59.6002,-9999
885.9014,-9999,2,-9999,885.8518,57.6097,-9999
886.0538,-9999,2,-9999,886.0042,58.4458,-9999
886.2062,-9999,2,-9999,886.1565,59.4836,-9999
886.3586,-9999,2,-9999,886.3089,59.2001,-9999
886.511,-9999,2,-9999,886.4613,59.8723,-9999
886.6634,-9999,2,-9999,886.6137,55.706,-9999
886.8158,-9999,2,-9999,886.766,55.6969,-9999
886.9682,-9999,2,-9999,886.9184,55.454,-9999
887.1206,-9999,2,-9999,887.0708,58.2968,-9999
887.273,-9999,2,-9999,887.2232,60.0098,-9999
887.4254,-9999,2,-9999,887.3755,60.4025,-9999
887.5778,-9999,2,-9999,887.5279,60.8697,-9999
887.7302,-9999,2,-9999,887.6803,59.7223,-9999
887.8826,-9999,2,-9999,887.8327,58.6443,-9999
888.035,-9999,2,-9999,887.985,58.5846,-9999
888.1874,-9999,2,-9999,888.1374,58.6399,-9999
888.3398,-9999,2,-9999,888.2898,57.8504,-9999
888.4922,-9999,2,-9999,888.4422,57.5296,-9999
888.6446,-9999,2,-9999,888.5945,57.9189,-9999
888.797,-9999,2,-9999,888.7469,57.2654,-9999
888.9494,-9999,2,-9999,888.8993,56.6514,-9999
889.1018,-9999,2,-9999,889.0517,57.9162,-9999
889.2542,-9999,2,-9999,889.204,56.1717,-9999
889.4066,-9999,2,-9999,889.3564,57.3616,-9999
889.559,-9999,2,-9999,889.5088,55.8674,-9999
889.7114,-9999,2,-9999,889.6612,55.3102,-9999
889.8638,-9999,2,-9999,889.8135,53.9149,-9999
890.0162,-9999,2,-9999,889.9659,54.3743,-9999
890.1686,-9999,2,-9999,890.1183,51.8546,-9999
890.321,-9999,2,-9999,890.2707,53.7353,-9999
890.4734,-9999,2,-9999,890.423,50.8242,-9999
890.6258,-9999,2,-9999,890.5754,55.7008,-9999
890.7782,-9999,2,-9999,890.7278,56.5024,-9999
890.9306,-9999,2,-9999,890.8802,54.0339,-9999
891.083,-9999,2,-9999,891.0325,56.1725,-9999
891.2354,-9999,2,-9999,891.1849,55.3922,-9999
891.3878,-9999,2,-9999,891.3373,55.9487,-9999
891.5402,-9999,2,-9999,891.4897,55.6328,-9999
891.6926,-9999,2,-9999,891.642,55.2353,-9999
891.845,-9999,2,-9999,891.7944,55.1481,-9999
891.9974,-9999,2,-9999,891.9468,54.7824,-9999
892.1498,-9999,2,-9999,892.0991,55.1538,-9999
892.3022,-9999,2,-9999,892.2515,58.157,-9999
892.4546,-9999,2,-9999,892.4039,58.2639,-9999
892.607,-9999,2,-9999,892.5563,58.2935,-9999
892.7594,-9999,2,-9999,892.7086,59.0167,-9999
892.9118,-9999,2,-9999,892.861,58.1984,-9999
893.0642,-9999,2,-9999,893.0134,57.0259,-9999
893.2166,-9999,2,-9999,893.1658,55.0344,-9999
893.369,-9999,2,-9999,893.3181,54.3313,-9999
893.5214,-9999,2,-9999,893.4705,55.0164,-9999
893.6738,-9999,2,-9999,893.6229,54.2429,-9999
893.8262,-9999,2,-9999,893.7752,54.9679,-9999
893.9786,-9999,2,-9999,893.9276,54.5427,-9999
894.131,-9999,2,-9999,894.08,55.9,-9999
894.2834,-9999,2,-9999,894.2324,54.3272,-9999
894.4358,-9999,2,-9999,894.3847,55.7547,-9999
894.5882,-9999,2,-9999,894.5371,56.0262,-9999
894.7406,-9999,2,-9999,894.6895,55.7515,-9999
894.893,-9999,2,-9999,894.8419,56.6234,-9999
895.0454,-9999,2,-9999,894.9942,55.752,-9999
895.1978,-9999,2,-9999,895.1466,55.6986,-9999
895.3502,-9999,2,-9999,895.299,56.1641,-9999
895.5026,-9999,2,-9999,895.4513,56.3428,-9999
895.655,-9999,2,-9999,895.6037,56.9472,-9999
895.8074,-9999,2,-9999,895.7561,52.4563,-9999
895.9598,-9999,2,-9999,895.9085,56.6651,-9999
896.1122,-9999,2,-9999,896.0608,56.9298,-9999
896.2646,-9999,2,-9999,896.2132,57.5864,-9999
896.417,-9999,2,-9999,896.3656,60.5837,-9999
896.5694,-9999,2,-9999,896.5179,61.1963,-9999
